44.1341 	DEBUG 	Fullscreen settings ignored as running in pilot mode.
44.1361 	INFO 	Loaded monitor calibration from ['2024_08_09 11:23']
44.4545 	EXP 	Created window1 = Window(allowGUI=True, allowStencil=False, autoLog=True, backendConf=UNKNOWN, backgroundFit=<method-wrapper '__getattribute__' of attributeSetter object at 0x12a01f8b0>, backgroundImage=<method-wrapper '__getattribute__' of attributeSetter object at 0x12a01f820>, bitsMode=UNKNOWN, blendMode='avg', bpc=(8, 8, 8), color=array([0, 0, 0]), colorSpace='rgb', depthBits=8, fullscr=<method-wrapper '__getattribute__' of attributeSetter object at 0x12a01f670>, gamma=None, gammaErrorPolicy='raise', infoMsg=UNKNOWN, lms=UNKNOWN, monitor=<psychopy.monitors.calibTools.Monitor object at 0x12a014e50>, multiSample=False, name='window1', numSamples=2, pos=[520.0, 300.0], screen=0, size=array([1600, 1200]), stencilBits=0, stereo=False, title='PsychoPy', units='height', useFBO=True, useRetina=True, viewOri=0.0, viewPos=None, viewScale=None, waitBlanking=True, winType='pyglet')
44.4546 	EXP 	window1: backgroundImage = ''
44.4546 	EXP 	window1: backgroundFit = 'none'
44.4549 	EXP 	window1: mouseVisible = <method-wrapper '__getattribute__' of attributeSetter object at 0x12a01fa00>
44.4551 	EXP 	window1: mouseVisible = <method-wrapper '__getattribute__' of attributeSetter object at 0x12a01fa00>
44.4591 	EXP 	window1: mouseVisible = <method-wrapper '__getattribute__' of attributeSetter object at 0x12a01fa00>
44.4600 	EXP 	window1: mouseVisible = <method-wrapper '__getattribute__' of attributeSetter object at 0x12a01fa00>
44.4702 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
44.4714 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
44.4724 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
44.4737 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
44.4749 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
44.4755 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
44.4764 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
44.4776 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
44.4780 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
44.4786 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
44.4796 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
44.4805 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
44.4813 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
44.4822 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
44.4830 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
44.4839 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
44.4849 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
44.4854 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
44.4859 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
44.4871 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
44.4876 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
44.4881 	DEBUG 	Uploading Texture Font fontname to graphics card
44.4906 	DEBUG 	Upload of Texture Font fontname complete
44.4925 	EXP 	window1: mouseVisible = <method-wrapper '__getattribute__' of attributeSetter object at 0x12a01fa00>
44.4926 	EXP 	window1: mouseVisible = <method-wrapper '__getattribute__' of attributeSetter object at 0x12a01fa00>
44.4934 	EXP 	window1: mouseVisible = <method-wrapper '__getattribute__' of attributeSetter object at 0x12a01fa00>
44.4941 	EXP 	window1: mouseVisible = <method-wrapper '__getattribute__' of attributeSetter object at 0x12a01fa00>
44.4991 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
44.5004 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
44.5015 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
44.5018 	DEBUG 	Uploading Texture Font fontname to graphics card
44.5028 	DEBUG 	Upload of Texture Font fontname complete
44.5050 	EXP 	window1: Attempting to measure frame rate of screen (0) ...
44.5050 	EXP 	window1: recordFrameIntervals = False
44.7973 	EXP 	window1: recordFrameIntervals = True
45.4566 	WARNING 	t of last frame was 27.69ms (=1/36)
45.5407 	WARNING 	t of last frame was 28.03ms (=1/35)
45.7074 	WARNING 	t of last frame was 28.37ms (=1/35)
45.8398 	WARNING 	t of last frame was 27.36ms (=1/36)
46.0535 	EXP 	Screen (0) actual frame rate measured at 81.05Hz
46.0536 	EXP 	window1: recordFrameIntervals = False
46.0565 	EXP 	window1: mouseVisible = False
46.0575 	EXP 	window1: mouseVisible = False
46.0579 	EXP 	window1: mouseVisible = False
46.0592 	EXP 	window1: mouseVisible = False
46.0603 	EXP 	window1: mouseVisible = False
46.0675 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
46.0685 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
46.0700 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
46.0719 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
46.0736 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
46.0753 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
46.0761 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
46.0776 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
46.0792 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
46.0807 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
46.0812 	DEBUG 	Uploading Texture Font fontname to graphics card
46.0879 	DEBUG 	Upload of Texture Font fontname complete
46.0906 	EXP 	window1: mouseVisible = False
46.0908 	EXP 	window1: mouseVisible = False
46.0917 	EXP 	window1: mouseVisible = False
46.0926 	EXP 	window1: mouseVisible = False
46.1197 	WARNING 	launchHubServer: If using the iohub mouse or eyetracker devices, fullScr should be True.
52.3109 	INFO 	keyboard.Keyboard is using iohub backend.
52.3110 	INFO 	keyboard.Keyboard is using iohub backend.
52.3110 	EXP 	delay discounting: status = STARTED
52.3116 	EXP 	window1: mouseVisible = False
52.3220 	EXP 	Created fixation = ShapeStim(__class__=<class 'psychopy.visual.shape.ShapeStim'>, anchor=('center', 'center'), autoDraw=False, autoLog=True, closeShape=True, color=method-wrapper(...), colorSpace='rgb', contrast=None, depth=0.0, draggable=True, fillColor=array([1, 1, 1]), fillColorSpace='rgb', fillRGB=array([1, 1, 1]), interpolate=True, lineColor=array([1., 1., 1.]), lineColorSpace='rgb', lineRGB=array([1, 1, 1]), lineWidth=1.0, name='fixation', opacity=1, ori=0.0, pos=array([0., 0.]), size=array([0.05, 0.05]), units='height', vertices=ndarray(...), win=Window(...), windingRule=None)
52.3224 	EXP 	window1: mouseVisible = False
52.3363 	EXP 	Created text = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-1.0, draggable=False, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.05, italic=False, languageStyle='LTR', name='text', opacity=1, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text='', units='height', win=Window(...), wrapWidth=1)
0.0486 	DEBUG 	Read excel file with openpyxl: /Users/shrutigupta/Downloads/discounting.xlsx
0.0492 	EXP 	Imported /Users/shrutigupta/Downloads/discounting.xlsx as conditions, 7 conditions, 3 params
0.0503 	EXP 	New trial (rep=0, index=0): <Trial 0 (0 in rep 0) data={'reward_today': 27.0, 'future_reward': 50.0, 'delay': 21.0, 'thisN': 0, 'thisTrialN': 0, 'thisRepN': 0}>
0.1312 	EXP 	text: height = 0.05
0.1312 	EXP 	text: height = 0.05
0.1312 	EXP 	text: height = 0.05
0.1312 	EXP 	text: text = 'GBP 27.0 today or  GBP 50.0 after 21.0 days'
0.1312 	EXP 	fixation: autoDraw = True
1.0184 	INFO 	Keyboard events cleared
1.0171 	EXP 	text: autoDraw = True
1.1342 	EXP 	fixation: autoDraw = False
2.5623 	EXP 	New trial (rep=0, index=1): <Trial 1 (1 in rep 0) data={'reward_today': 11.0, 'future_reward': 30.0, 'delay': 7.0, 'thisN': 1, 'thisTrialN': 1, 'thisRepN': 0}>
2.5878 	DATA 	Keypress: t
2.5948 	EXP 	fixation: autoDraw = False
2.5948 	EXP 	text: autoDraw = False
2.5948 	EXP 	text: height = 0.05
2.5948 	EXP 	text: height = 0.05
2.5948 	EXP 	text: height = 0.05
2.5948 	EXP 	text: text = 'GBP 11.0 today or  GBP 30.0 after 7.0 days'
2.5948 	EXP 	fixation: autoDraw = True
3.5776 	INFO 	Keyboard events cleared
3.5767 	EXP 	text: autoDraw = True
3.6052 	EXP 	fixation: autoDraw = False
5.1161 	EXP 	New trial (rep=0, index=2): <Trial 2 (2 in rep 0) data={'reward_today': 15.0, 'future_reward': 35.0, 'delay': 13.0, 'thisN': 2, 'thisTrialN': 2, 'thisRepN': 0}>
5.1264 	DATA 	Keypress: t
5.1355 	EXP 	fixation: autoDraw = False
5.1355 	EXP 	text: autoDraw = False
5.1355 	EXP 	text: height = 0.05
5.1355 	EXP 	text: height = 0.05
5.1355 	EXP 	text: height = 0.05
5.1355 	EXP 	text: text = 'GBP 15.0 today or  GBP 35.0 after 13.0 days'
5.1355 	EXP 	fixation: autoDraw = True
6.1261 	INFO 	Keyboard events cleared
6.1249 	EXP 	text: autoDraw = True
6.1397 	EXP 	fixation: autoDraw = False
12.4305 	EXP 	New trial (rep=0, index=3): <Trial 3 (3 in rep 0) data={'reward_today': 78.0, 'future_reward': 80.0, 'delay': 162.0, 'thisN': 3, 'thisTrialN': 3, 'thisRepN': 0}>
12.4417 	DATA 	Keypress: l
12.4468 	EXP 	fixation: autoDraw = False
12.4468 	EXP 	text: autoDraw = False
12.4468 	EXP 	text: height = 0.05
12.4468 	EXP 	text: height = 0.05
12.4468 	EXP 	text: height = 0.05
12.4468 	EXP 	text: text = 'GBP 78.0 today or  GBP 80.0 after 162.0 days'
12.4468 	EXP 	fixation: autoDraw = True
13.4357 	INFO 	Keyboard events cleared
13.4347 	EXP 	text: autoDraw = True
13.4495 	EXP 	fixation: autoDraw = False
15.4397 	EXP 	New trial (rep=0, index=4): <Trial 4 (4 in rep 0) data={'reward_today': 67.0, 'future_reward': 75.0, 'delay': 119.0, 'thisN': 4, 'thisTrialN': 4, 'thisRepN': 0}>
15.4510 	DATA 	Keypress: t
15.4561 	EXP 	fixation: autoDraw = False
15.4561 	EXP 	text: autoDraw = False
15.4561 	EXP 	text: height = 0.05
15.4561 	EXP 	text: height = 0.05
15.4561 	EXP 	text: height = 0.05
15.4561 	EXP 	text: text = 'GBP 67.0 today or  GBP 75.0 after 119.0 days'
15.4561 	EXP 	fixation: autoDraw = True
16.4477 	INFO 	Keyboard events cleared
16.4464 	EXP 	text: autoDraw = True
16.4604 	EXP 	fixation: autoDraw = False
18.5316 	EXP 	New trial (rep=0, index=5): <Trial 5 (5 in rep 0) data={'reward_today': 40.0, 'future_reward': 55.0, 'delay': 62.0, 'thisN': 5, 'thisTrialN': 5, 'thisRepN': 0}>
18.5410 	DATA 	Keypress: t
18.5463 	EXP 	fixation: autoDraw = False
18.5463 	EXP 	text: autoDraw = False
18.5463 	EXP 	text: height = 0.05
18.5463 	EXP 	text: height = 0.05
18.5463 	EXP 	text: height = 0.05
18.5463 	EXP 	text: text = 'GBP 40.0 today or  GBP 55.0 after 62.0 days'
18.5463 	EXP 	fixation: autoDraw = True
19.5320 	INFO 	Keyboard events cleared
19.5308 	EXP 	text: autoDraw = True
19.5452 	EXP 	fixation: autoDraw = False
24.7848 	EXP 	New trial (rep=0, index=6): <Trial 6 (6 in rep 0) data={'reward_today': 49.0, 'future_reward': 60.0, 'delay': 89.0, 'thisN': 6, 'thisTrialN': 6, 'thisRepN': 0}>
24.7912 	DATA 	Keypress: t
24.7998 	EXP 	fixation: autoDraw = False
