reward_today,future_reward,delay,thisN,thisTrialN,thisRepN,key_resp.keys,key_resp.rt,key_resp.duration,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,trial.started,fixation.started,text.started,key_resp.started,fixation.stopped,trial.stopped,trials.key_resp.keys,trials.key_resp.rt,trials.key_resp.duration,participant,session,date,expName,psychopyVersion,frameRate,expStart,
15.0,35.0,13.0,84,0,12,l,0.12488424000002851,None,12,0,84,1,123.9585862390004,,123.94680558800064,123.9585862390004,124.95067185900007,124.95067185900007,124.96550908400059,125.08563127800062,l,0.12488424000002851,None,163653,001,2024-11-21_22h33.51.759,delay discounting,2024.2.1,74.6104330019953,2024-11-21 22h34.00.988954 +0530,
40.0,55.0,62.0,85,1,12,t,0.4130270109999401,None,12,1,85,3,125.10425665300045,,125.09181693600021,125.10425665300045,126.08651434700005,126.08651434700005,126.11692345200026,126.50585081000008,t,0.4130270109999401,None,163653,001,2024-11-21_22h33.51.759,delay discounting,2024.2.1,74.6104330019953,2024-11-21 22h34.00.988954 +0530,
67.0,75.0,119.0,86,2,12,t,0.3852096700002221,None,12,2,86,5,126.52125446400078,,126.510139858,126.52125446400078,127.50991736100059,127.50991736100059,127.5247184030004,127.90428563100068,t,0.3852096700002221,None,163653,001,2024-11-21_22h33.51.759,delay discounting,2024.2.1,74.6104330019953,2024-11-21 22h34.00.988954 +0530,
27.0,50.0,21.0,87,3,12,t,0.5701724540003852,None,12,3,87,2,127.9205317800006,,127.90951941100047,127.9205317800006,128.9094178410005,128.9094178410005,128.92398964700078,129.49134240900003,t,0.5701724540003852,None,163653,001,2024-11-21_22h33.51.759,delay discounting,2024.2.1,74.6104330019953,2024-11-21 22h34.00.988954 +0530,
49.0,60.0,89.0,88,4,12,l,0.7230458429994542,None,12,4,88,4,129.5071956490001,,129.49554666400036,129.5071956490001,130.49155782100024,130.49155782100024,130.5065971870008,131.2255753440004,l,0.7230458429994542,None,163653,001,2024-11-21_22h33.51.759,delay discounting,2024.2.1,74.6104330019953,2024-11-21 22h34.00.988954 +0530,
11.0,30.0,7.0,89,5,12,t,0.47121361199970124,None,12,5,89,0,131.24088734900033,,131.22960712000076,131.24088734900033,132.23193158600043,132.23193158600043,132.2473660730002,132.71019130100012,t,0.47121361199970124,None,163653,001,2024-11-21_22h33.51.759,delay discounting,2024.2.1,74.6104330019953,2024-11-21 22h34.00.988954 +0530,
78.0,80.0,162.0,90,6,12,l,0.5196392480002032,None,12,6,90,6,132.7258104500006,,132.71446687800017,132.7258104500006,133.71567919900008,133.71567919900008,133.73137964300076,134.2406620820002,l,0.5196392480002032,None,163653,001,2024-11-21_22h33.51.759,delay discounting,2024.2.1,74.6104330019953,2024-11-21 22h34.00.988954 +0530,
78.0,80.0,162.0,91,0,13,l,0.765982134999831,None,13,0,91,6,134.2517773840009,,134.2408766440003,134.2517773840009,135.24018749600054,135.24018749600054,135.25443686900053,136.00908595700002,l,0.765982134999831,None,163653,001,2024-11-21_22h33.51.759,delay discounting,2024.2.1,74.6104330019953,2024-11-21 22h34.00.988954 +0530,
49.0,60.0,89.0,92,1,13,l,0.7909220930005176,None,13,1,92,4,136.0242500050008,,136.0131288320008,136.0242500050008,137.01600680200045,137.01600680200045,137.03044148000026,137.80920097000035,l,0.7909220930005176,None,163653,001,2024-11-21_22h33.51.759,delay discounting,2024.2.1,74.6104330019953,2024-11-21 22h34.00.988954 +0530,
11.0,30.0,7.0,93,2,13,t,0.7475003760000618,None,13,2,93,0,137.82486496300044,,137.813266999,137.82486496300044,138.80961490400023,138.80961490400023,138.82409834300051,139.5628075930008,t,0.7475003760000618,None,163653,001,2024-11-21_22h33.51.759,delay discounting,2024.2.1,74.6104330019953,2024-11-21 22h34.00.988954 +0530,
40.0,55.0,62.0,94,3,13,l,2.191022953999891,None,13,3,94,3,139.5805901850008,,139.56714540400026,139.5805901850008,140.56600443800016,140.56600443800016,140.58122369600005,142.76358784900003,l,2.191022953999891,None,163653,001,2024-11-21_22h33.51.759,delay discounting,2024.2.1,74.6104330019953,2024-11-21 22h34.00.988954 +0530,
67.0,75.0,119.0,95,4,13,l,1.4732942159998856,None,13,4,95,5,142.7783981600005,,142.76753212100084,142.7783981600005,143.77201253400017,143.77201253400017,143.78587056000015,145.25188172600065,l,1.4732942159998856,None,163653,001,2024-11-21_22h33.51.759,delay discounting,2024.2.1,74.6104330019953,2024-11-21 22h34.00.988954 +0530,
27.0,50.0,21.0,96,5,13,t,0.9270481980001932,None,13,5,96,2,145.26817105200007,,145.257177124,145.26817105200007,146.24977398700048,146.24977398700048,146.28030936800042,147.18442700100059,t,0.9270481980001932,None,163653,001,2024-11-21_22h33.51.759,delay discounting,2024.2.1,74.6104330019953,2024-11-21 22h34.00.988954 +0530,
15.0,35.0,13.0,97,6,13,t,0.8051747809995504,None,13,6,97,1,147.20038369800022,,147.18925629300065,147.20038369800022,148.18522317500083,148.18522317500083,148.1999891330006,148.9959649580005,t,0.8051747809995504,None,163653,001,2024-11-21_22h33.51.759,delay discounting,2024.2.1,74.6104330019953,2024-11-21 22h34.00.988954 +0530,
