reward_today,future_reward,delay,thisN,thisTrialN,thisRepN,key_resp.keys,key_resp.rt,key_resp.duration,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,trial.started,fixation.started,text.started,key_resp.started,fixation.stopped,trial.stopped,trials.key_resp.keys,trials.key_resp.rt,trials.key_resp.duration,participant,session,date,expName,psychopyVersion,frameRate,expStart,
27.0,50.0,21.0,0,0,0,t,1.508400065999922,None,0,0,0,2,0.13122042000031797,,0.11613138600023376,0.13122042000031797,1.0171017020002182,1.0171017020002182,1.1342367790002754,2.5621567979997053,t,1.508400065999922,None,753973,001,2024-11-21_22h17.42.614,delay discounting,2024.2.1,81.04673610292033,2024-11-21 22h17.59.031679 +0530,
11.0,30.0,7.0,1,1,0,t,1.5344002109995927,None,0,1,1,0,2.5948172119997253,,2.57220414800031,2.5948172119997253,3.576694893000422,3.576694893000422,3.60523638199993,5.116020909999861,t,1.5344002109995927,None,753973,001,2024-11-21_22h17.42.614,delay discounting,2024.2.1,81.04673610292033,2024-11-21 22h17.59.031679 +0530,
15.0,35.0,13.0,2,2,0,l,6.302530221999405,None,0,2,2,1,5.135497350999685,,5.120352375000039,5.135497350999685,6.124850201999834,6.124850201999834,6.1397287899999355,12.430346455999825,l,6.302530221999405,None,753973,001,2024-11-21_22h17.42.614,delay discounting,2024.2.1,81.04673610292033,2024-11-21 22h17.59.031679 +0530,
78.0,80.0,162.0,3,3,0,t,1.9927652019996458,None,0,3,3,6,12.446826045000307,,12.439213065999866,12.446826045000307,13.434682639999664,13.434682639999664,13.449527206000312,15.439580238000417,t,1.9927652019996458,None,753973,001,2024-11-21_22h17.42.614,delay discounting,2024.2.1,81.04673610292033,2024-11-21 22h17.59.031679 +0530,
67.0,75.0,119.0,4,4,0,t,2.076852692999637,None,0,4,4,5,15.456059389000075,,15.448504453999703,15.456059389000075,16.44644703599988,16.44644703599988,16.4604394400003,18.53145788599977,t,2.076852692999637,None,753973,001,2024-11-21_22h17.42.614,delay discounting,2024.2.1,81.04673610292033,2024-11-21 22h17.59.031679 +0530,
40.0,55.0,62.0,5,5,0,t,5.2475880889996915,None,0,5,5,3,18.546263557999737,,18.53841150199969,18.546263557999737,19.530812062999757,19.530812062999757,19.54517446400041,24.784672941999816,t,5.2475880889996915,None,753973,001,2024-11-21_22h17.42.614,delay discounting,2024.2.1,81.04673610292033,2024-11-21 22h17.59.031679 +0530,
49.0,60.0,89.0,6,6,0,t,1.1378541119993315,None,0,6,6,4,24.799821259000055,,24.788762449999922,24.799821259000055,25.79115822499989,25.79115822499989,25.805235894999896,26.93420349400003,t,1.1378541119993315,None,753973,001,2024-11-21_22h17.42.614,delay discounting,2024.2.1,81.04673610292033,2024-11-21 22h17.59.031679 +0530,
11.0,30.0,7.0,7,0,1,t,1.0314923179994366,None,1,0,7,0,26.94953207100025,,26.938360719999764,26.94953207100025,27.937923468000008,27.937923468000008,27.952481416999944,28.97458596999968,t,1.0314923179994366,None,753973,001,2024-11-21_22h17.42.614,delay discounting,2024.2.1,81.04673610292033,2024-11-21 22h17.59.031679 +0530,
49.0,60.0,89.0,8,1,1,t,3.425068167999598,None,1,1,8,4,28.990430775000277,,28.979277047000323,28.990430775000277,29.976807172000008,29.976807172000008,29.99078064599962,33.4075303919999,t,3.425068167999598,None,753973,001,2024-11-21_22h17.42.614,delay discounting,2024.2.1,81.04673610292033,2024-11-21 22h17.59.031679 +0530,
15.0,35.0,13.0,9,2,1,l,1.8852237189994412,None,1,2,9,1,33.42372470800001,,33.41284015200017,33.42372470800001,34.413568363000195,34.413568363000195,34.42796184100007,36.30267367000033,l,1.8852237189994412,None,753973,001,2024-11-21_22h17.42.614,delay discounting,2024.2.1,81.04673610292033,2024-11-21 22h17.59.031679 +0530,
40.0,55.0,62.0,10,3,1,t,5.591029954000078,None,1,3,10,3,36.31829692999963,,36.30732705700029,36.31829692999963,37.309366256999965,37.309366256999965,37.32367480100038,42.915085775999614,t,5.591029954000078,None,753973,001,2024-11-21_22h17.42.614,delay discounting,2024.2.1,81.04673610292033,2024-11-21 22h17.59.031679 +0530,
78.0,80.0,162.0,11,4,1,t,1.4076885150007001,None,1,4,11,6,42.93109150700002,,42.91936430199985,42.93109150700002,43.923294719000296,43.923294719000296,43.938766809999834,45.346311293000326,t,1.4076885150007001,None,753973,001,2024-11-21_22h17.42.614,delay discounting,2024.2.1,81.04673610292033,2024-11-21 22h17.59.031679 +0530,
