trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,trial.started,num_distr,fixation.started,target.started,mouse.started,trial.stopped,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,mouse.clicked_name,participant,session,date,expName,psychopyVersion,frameRate,expStart,
10,0,10,0,18.10731410002336,,18.091627300018445,5,18.10731410002336,18.10731410002336,0.010517499991692603,20.153952300024685,[0.27625],[-0.013125],[1],[0],[0],[2.052018799993675],['target'],297215,001,2024-10-05_15h05.19.899,Visual.Search_priyanshiAU2220101,2024.1.5,None,2024-10-05 15h05.26.315319 +0530,
11,0,11,0,20.18550200003665,,20.157233100035228,10,20.18550200003665,20.18550200003665,0.020772899966686964,22.238332200038712,[0.276875],[-0.4175],[1],[0],[0],[2.060424800030887],['target'],297215,001,2024-10-05_15h05.19.899,Visual.Search_priyanshiAU2220101,2024.1.5,None,2024-10-05 15h05.26.315319 +0530,
12,0,12,0,22.26979819999542,,22.242312700022012,10,22.26979819999542,22.26979819999542,0.019881299987901002,23.90388040000107,[0.433125],[-0.135],[1],[0],[0],[1.6420177000109106],['target'],297215,001,2024-10-05_15h05.19.899,Visual.Search_priyanshiAU2220101,2024.1.5,None,2024-10-05 15h05.26.315319 +0530,
13,0,13,0,23.921886700030882,,23.90611150005134,5,23.921886700030882,23.921886700030882,0.009852199989836663,25.554954200051725,[-0.158125],[0.459375],[1],[0],[0],[1.639086299983319],['target'],297215,001,2024-10-05_15h05.19.899,Visual.Search_priyanshiAU2220101,2024.1.5,None,2024-10-05 15h05.26.315319 +0530,
14,0,14,0,25.592040300020017,,25.55721620004624,10,25.592040300020017,25.592040300020017,0.02265669999178499,27.471709100005683,[0.23625],[-0.33375],[1],[0],[0],[1.8916966000106186],['target'],297215,001,2024-10-05_15h05.19.899,Visual.Search_priyanshiAU2220101,2024.1.5,None,2024-10-05 15h05.26.315319 +0530,
15,0,15,0,27.502988499996718,,27.475473700033035,10,27.502988499996718,27.502988499996718,0.01970520004397258,29.021367600013036,[0.31125],[0.11375],[1],[0],[0],[1.5264229999738745],['target'],297215,001,2024-10-05_15h05.19.899,Visual.Search_priyanshiAU2220101,2024.1.5,None,2024-10-05 15h05.26.315319 +0530,
16,0,16,0,29.038980600016657,,29.023510200029705,5,29.038980600016657,29.038980600016657,0.009866399981547147,30.804887900012545,[0.024375],[0.260625],[1],[0],[0],[1.7715846999781206],['target'],297215,001,2024-10-05_15h05.19.899,Visual.Search_priyanshiAU2220101,2024.1.5,None,2024-10-05 15h05.26.315319 +0530,
17,0,17,0,30.8350537000224,,30.80811080004787,10,30.8350537000224,30.8350537000224,0.01925790001405403,32.66998430003878,[0.48],[0.161875],[1],[0],[0],[1.8427751999697648],['target'],297215,001,2024-10-05_15h05.19.899,Visual.Search_priyanshiAU2220101,2024.1.5,None,2024-10-05 15h05.26.315319 +0530,
18,0,18,0,32.69877290003933,,32.672132800042164,10,32.69877290003933,32.69877290003933,0.018910399987362325,34.437257200013846,[0.064375],[0.174375],[1],[0],[0],[1.746264700021129],['target'],297215,001,2024-10-05_15h05.19.899,Visual.Search_priyanshiAU2220101,2024.1.5,None,2024-10-05 15h05.26.315319 +0530,
19,0,19,0,34.455005900003016,,34.439424100040924,5,34.455005900003016,34.455005900003016,0.009961400006432086,36.23678540001856,[-0.028125],[0.418125],[1],[0],[0],[1.7873292000149377],['target'],297215,001,2024-10-05_15h05.19.899,Visual.Search_priyanshiAU2220101,2024.1.5,None,2024-10-05 15h05.26.315319 +0530,
20,0,20,0,36.26809940004023,,36.24011510005221,10,36.26809940004023,36.26809940004023,0.02031430002534762,38.03666110004997,[-0.369375],[-0.2025],[1],[0],[0],[1.7764574000029825],['target'],297215,001,2024-10-05_15h05.19.899,Visual.Search_priyanshiAU2220101,2024.1.5,None,2024-10-05 15h05.26.315319 +0530,
21,0,21,0,38.067493100010324,,38.039986700052395,10,38.067493100010324,38.067493100010324,0.01957940001739189,39.671444300038274,[-0.11125],[-0.289375],[1],[0],[0],[1.6119918000185862],['target'],297215,001,2024-10-05_15h05.19.899,Visual.Search_priyanshiAU2220101,2024.1.5,None,2024-10-05 15h05.26.315319 +0530,
22,0,22,0,39.69055020000087,,39.67438470001798,5,39.69055020000087,39.69055020000087,0.010899399989284575,41.23785070003942,[0.478125],[0.206875],[1],[0],[0],[1.55274879996432],['target'],297215,001,2024-10-05_15h05.19.899,Visual.Search_priyanshiAU2220101,2024.1.5,None,2024-10-05 15h05.26.315319 +0530,
23,0,23,0,41.256645200017374,,41.24086410005111,5,41.256645200017374,41.256645200017374,0.010364200046751648,43.15319300000556,[0.443125],[-0.27125],[1],[0],[0],[1.9020757999969646],['target'],297215,001,2024-10-05_15h05.19.899,Visual.Search_priyanshiAU2220101,2024.1.5,None,2024-10-05 15h05.26.315319 +0530,
24,0,24,0,43.18427290004911,,43.15604309999617,10,43.18427290004911,43.18427290004911,0.02021180000156164,44.82021130004432,[0.45875],[-0.055],[1],[0],[0],[1.6439777000341564],['target'],297215,001,2024-10-05_15h05.19.899,Visual.Search_priyanshiAU2220101,2024.1.5,None,2024-10-05 15h05.26.315319 +0530,
25,0,25,0,44.83789190003881,,44.82237810001243,5,44.83789190003881,44.83789190003881,0.010024199960753322,46.48743989999639,[-0.225625],[0.215],[1],[0],[0],[1.6548757000127807],['target'],297215,001,2024-10-05_15h05.19.899,Visual.Search_priyanshiAU2220101,2024.1.5,None,2024-10-05 15h05.26.315319 +0530,
26,0,26,0,46.51711900002556,,46.489949300012086,10,46.51711900002556,46.51711900002556,0.01910380000481382,48.22050630004378,[0.171875],[-0.368125],[1],[0],[0],[1.7115228000329807],['target'],297215,001,2024-10-05_15h05.19.899,Visual.Search_priyanshiAU2220101,2024.1.5,None,2024-10-05 15h05.26.315319 +0530,
27,0,27,0,48.2493074000231,,48.222660700033884,10,48.2493074000231,48.2493074000231,0.018912400002591312,49.67017070000293,[-0.05],[0.330625],[1],[0],[0],[1.428674900031183],['target'],297215,001,2024-10-05_15h05.19.899,Visual.Search_priyanshiAU2220101,2024.1.5,None,2024-10-05 15h05.26.315319 +0530,
28,0,28,0,49.687768700008746,,49.67229420004878,5,49.687768700008746,49.687768700008746,0.010005899996031076,51.33783510001376,[0.2625],[0.315],[1],[0],[0],[1.6554999999934807],['target'],297215,001,2024-10-05_15h05.19.899,Visual.Search_priyanshiAU2220101,2024.1.5,None,2024-10-05 15h05.26.315319 +0530,
29,0,29,0,51.369293400028255,,51.34041940001771,10,51.369293400028255,51.369293400028255,0.02066709997598082,53.419649700052105,[0.41875],[0.34],[1],[0],[0],[2.0587390000000596],['target'],297215,001,2024-10-05_15h05.19.899,Visual.Search_priyanshiAU2220101,2024.1.5,None,2024-10-05 15h05.26.315319 +0530,
30,0,30,0,53.4373797000153,,53.42179849999957,5,53.4373797000153,53.4373797000153,0.01002610003342852,55.56957069999771,[0.438125],[-0.27375],[1],[0],[0],[2.13780600001337],['target'],297215,001,2024-10-05_15h05.19.899,Visual.Search_priyanshiAU2220101,2024.1.5,None,2024-10-05 15h05.26.315319 +0530,
31,0,31,0,55.58837350003887,,55.57283630000893,5,55.58837350003887,55.58837350003887,0.010290000005625188,57.15382370003499,[-0.139375],[-0.38125],[1],[0],[0],[1.5708728000172414],['target'],297215,001,2024-10-05_15h05.19.899,Visual.Search_priyanshiAU2220101,2024.1.5,None,2024-10-05 15h05.26.315319 +0530,
32,0,32,0,57.184261800022796,,57.15680820000125,10,57.184261800022796,57.184261800022796,0.019662000006064773,59.27020339999581,[-0.42625],[0.37625],[1],[0],[0],[2.0940285000251606],['target'],297215,001,2024-10-05_15h05.19.899,Visual.Search_priyanshiAU2220101,2024.1.5,None,2024-10-05 15h05.26.315319 +0530,
33,0,33,0,59.29948800004786,,59.27234910003608,10,59.29948800004786,59.29948800004786,0.019055399985518306,61.70381770003587,[0.10875],[-0.455],[1],[0],[0],[2.412428900017403],['target'],297215,001,2024-10-05_15h05.19.899,Visual.Search_priyanshiAU2220101,2024.1.5,None,2024-10-05 15h05.26.315319 +0530,
34,0,34,0,61.723312900052406,,61.70667600003071,5,61.723312900052406,61.723312900052406,0.011488199990708381,63.520858100033365,[-0.0175],[0.26875],[1],[0],[0],[1.802720399980899],['target'],297215,001,2024-10-05_15h05.19.899,Visual.Search_priyanshiAU2220101,2024.1.5,None,2024-10-05 15h05.26.315319 +0530,
35,0,35,0,63.55170890002046,,63.524065600009635,10,63.55170890002046,63.55170890002046,0.0197393000125885,65.53584970004158,[0.208125],[0.476875],[1],[0],[0],[1.9922944999998435],['target'],297215,001,2024-10-05_15h05.19.899,Visual.Search_priyanshiAU2220101,2024.1.5,None,2024-10-05 15h05.26.315319 +0530,
36,0,36,0,65.56661860004533,,65.53885290003382,10,65.56661860004533,65.56661860004533,0.020061399962287396,67.33593920001294,[0.416875],[0.220625],[1],[0],[0],[1.7772052999935113],['target'],297215,001,2024-10-05_15h05.19.899,Visual.Search_priyanshiAU2220101,2024.1.5,None,2024-10-05 15h05.26.315319 +0530,
37,0,37,0,67.35396600002423,,67.3382883000304,5,67.35396600002423,67.35396600002423,0.009767100040335208,69.13644920004299,[0.055625],[-0.246875],[1],[0],[0],[1.788479799986817],['target'],297215,001,2024-10-05_15h05.19.899,Visual.Search_priyanshiAU2220101,2024.1.5,None,2024-10-05 15h05.26.315319 +0530,
38,0,38,0,69.16651140002068,,69.1385909000528,10,69.16651140002068,69.16651140002068,0.019372499955352396,70.48627809999743,[0.10375],[0.15],[1],[0],[0],[1.3283492000191472],[],297215,001,2024-10-05_15h05.19.899,Visual.Search_priyanshiAU2220101,2024.1.5,None,2024-10-05 15h05.26.315319 +0530,
39,0,39,0,70.51555170002393,,70.48862830002327,10,70.51555170002393,70.51555170002393,0.018835900002159178,73.60238590004155,[0.1975],[-0.445625],[1],[0],[0],[3.095035999955144],['target'],297215,001,2024-10-05_15h05.19.899,Visual.Search_priyanshiAU2220101,2024.1.5,None,2024-10-05 15h05.26.315319 +0530,
40,0,40,0,73.62020699999994,,73.60455320001347,5,73.62020699999994,73.62020699999994,0.009849999973084778,75.6693004000117,[0.23875],[0.426875],[1],[0],[0],[2.0549038000172004],['target'],297215,001,2024-10-05_15h05.19.899,Visual.Search_priyanshiAU2220101,2024.1.5,None,2024-10-05 15h05.26.315319 +0530,
41,0,41,0,75.68839940003818,,75.67249760002596,5,75.68839940003818,75.68839940003818,0.01004079997073859,77.71902320004301,[0.048125],[-0.4575],[1],[0],[0],[2.0368040000321344],['target'],297215,001,2024-10-05_15h05.19.899,Visual.Search_priyanshiAU2220101,2024.1.5,None,2024-10-05 15h05.26.315319 +0530,
42,0,42,0,77.73736050003208,,77.72115470003337,5,77.73736050003208,77.73736050003208,0.01023640000494197,79.87003160000313,[0.42],[0.078125],[1],[0],[0],[2.1385910999961197],['target'],297215,001,2024-10-05_15h05.19.899,Visual.Search_priyanshiAU2220101,2024.1.5,None,2024-10-05 15h05.26.315319 +0530,
43,0,43,0,79.88837260002038,,79.87223770003766,5,79.88837260002038,79.88837260002038,0.009990200051106513,81.15348820004147,[0.230625],[0.468125],[1],[0],[0],[1.2712678000098094],['target'],297215,001,2024-10-05_15h05.19.899,Visual.Search_priyanshiAU2220101,2024.1.5,None,2024-10-05 15h05.26.315319 +0530,
44,0,44,0,81.1727688999963,,81.15631760004908,5,81.1727688999963,81.1727688999963,0.010173299990128726,82.96906200004742,[-0.178125],[-0.31375],[1],[0],[0],[1.8025593000347726],['target'],297215,001,2024-10-05_15h05.19.899,Visual.Search_priyanshiAU2220101,2024.1.5,None,2024-10-05 15h05.26.315319 +0530,
45,0,45,0,83.00102530000731,,82.97242730000289,10,83.00102530000731,83.00102530000731,0.02066699997521937,84.61868040001718,[0.1975],[0.381875],[1],[0],[0],[1.6259546999935992],['target'],297215,001,2024-10-05_15h05.19.899,Visual.Search_priyanshiAU2220101,2024.1.5,None,2024-10-05 15h05.26.315319 +0530,
46,0,46,0,84.64805519999936,,84.62083180004265,10,84.64805519999936,84.64805519999936,0.019031599978916347,86.3526670000283,[-0.085],[0.28375],[1],[0],[0],[1.71282680000877],['target'],297215,001,2024-10-05_15h05.19.899,Visual.Search_priyanshiAU2220101,2024.1.5,None,2024-10-05 15h05.26.315319 +0530,
47,0,47,0,86.37075330002699,,86.35513790004188,5,86.37075330002699,86.37075330002699,0.009831500006839633,87.93568540003616,[-0.03],[-0.061875],[1],[0],[0],[1.57060650002677],['target'],297215,001,2024-10-05_15h05.19.899,Visual.Search_priyanshiAU2220101,2024.1.5,None,2024-10-05 15h05.26.315319 +0530,
48,0,48,0,87.968400200014,,87.93965010001557,10,87.968400200014,87.968400200014,0.02076889999443665,89.55265900003724,[0.141875],[-0.241875],[1],[0],[0],[1.5927708999952301],['target'],297215,001,2024-10-05_15h05.19.899,Visual.Search_priyanshiAU2220101,2024.1.5,None,2024-10-05 15h05.26.315319 +0530,
49,0,49,0,89.57084520003991,,89.55480010004248,5,89.57084520003991,89.57084520003991,0.010057900042738765,91.98600950004766,[0.449375],[-0.134375],[1],[0],[0],[2.4211973000201397],['target'],297215,001,2024-10-05_15h05.19.899,Visual.Search_priyanshiAU2220101,2024.1.5,None,2024-10-05 15h05.26.315319 +0530,
50,0,50,0,92.01494700001786,,91.98811860004207,10,92.01494700001786,92.01494700001786,0.018654399958904833,93.30295570002636,[0.28875],[-0.185625],[1],[0],[0],[1.2962304999819025],['target'],297215,001,2024-10-05_15h05.19.899,Visual.Search_priyanshiAU2220101,2024.1.5,None,2024-10-05 15h05.26.315319 +0530,
51,0,51,0,93.33289620000869,,93.30533550004475,10,93.33289620000869,93.33289620000869,0.018922200019005686,97.7862331000506,[-0.43375],[0.446875],[1],[0],[0],[4.462031900009606],['target'],297215,001,2024-10-05_15h05.19.899,Visual.Search_priyanshiAU2220101,2024.1.5,None,2024-10-05 15h05.26.315319 +0530,
52,0,52,0,97.81574590003584,,97.78839120001066,10,97.81574590003584,97.81574590003584,0.019137300027068704,99.81889500003308,[0.36875],[-0.17625],[1],[0],[0],[2.0114605000126176],['target'],297215,001,2024-10-05_15h05.19.899,Visual.Search_priyanshiAU2220101,2024.1.5,None,2024-10-05 15h05.26.315319 +0530,
53,0,53,0,99.83671780000441,,99.82104250002885,5,99.83671780000441,99.83671780000441,0.009894000017084181,101.61897100001806,[-0.16],[0.096875],[1],[0],[0],[1.7880325999576598],['target'],297215,001,2024-10-05_15h05.19.899,Visual.Search_priyanshiAU2220101,2024.1.5,None,2024-10-05 15h05.26.315319 +0530,
54,0,54,0,101.63679590000538,,101.62118620000547,5,101.63679590000538,101.63679590000538,0.009809200011659414,103.58639030001359,[0.18875],[-0.44625],[1],[0],[0],[1.9551714999834076],['target'],297215,001,2024-10-05_15h05.19.899,Visual.Search_priyanshiAU2220101,2024.1.5,None,2024-10-05 15h05.26.315319 +0530,
55,0,55,0,103.6169645000482,,103.58970630000113,10,103.6169645000482,103.6169645000482,0.019126700004562736,105.93525460001547,[-0.43875],[-0.46375],[1],[0],[0],[2.3265598000143655],['target'],297215,001,2024-10-05_15h05.19.899,Visual.Search_priyanshiAU2220101,2024.1.5,None,2024-10-05 15h05.26.315319 +0530,
56,0,56,0,105.96467760001542,,105.93740520003485,10,105.96467760001542,105.96467760001542,0.01872310001635924,107.3686462000478,[-0.33625],[-0.24375],[1],[0],[0],[1.4124658000073396],['target'],297215,001,2024-10-05_15h05.19.899,Visual.Search_priyanshiAU2220101,2024.1.5,None,2024-10-05 15h05.26.315319 +0530,
57,0,57,0,107.39847720001126,,107.37087500002235,10,107.39847720001126,107.39847720001126,0.01915559999179095,109.93476880004164,[0.455625],[-0.36375],[1],[0],[0],[2.5447640999918804],['target'],297215,001,2024-10-05_15h05.19.899,Visual.Search_priyanshiAU2220101,2024.1.5,None,2024-10-05 15h05.26.315319 +0530,
58,0,58,0,109.96484940004302,,109.9369329000474,10,109.96484940004302,109.96484940004302,0.01881820004200563,111.5511783999973,[0.105],[-0.1525],[1],[0],[0],[1.5954876000178047],['target'],297215,001,2024-10-05_15h05.19.899,Visual.Search_priyanshiAU2220101,2024.1.5,None,2024-10-05 15h05.26.315319 +0530,
59,0,59,0,111.58069980004802,,111.55349650001153,10,111.58069980004802,111.58069980004802,0.019078100041951984,114.1180439000018,[-0.315625],[0.130625],[1],[0],[0],[2.5454462000052445],['target'],297215,001,2024-10-05_15h05.19.899,Visual.Search_priyanshiAU2220101,2024.1.5,None,2024-10-05 15h05.26.315319 +0530,
60,0,60,0,114.13602269999683,,114.12025900004664,5,114.13602269999683,114.13602269999683,0.009801000007428229,115.81836259999545,[-0.498125],[0.166875],[1],[0],[0],[1.6883061000262387],['target'],297215,001,2024-10-05_15h05.19.899,Visual.Search_priyanshiAU2220101,2024.1.5,None,2024-10-05 15h05.26.315319 +0530,
61,0,61,0,115.83693190000486,,115.82051890000002,5,115.83693190000486,115.83693190000486,0.010099400009494275,119.01804080000147,[-0.50125],[0.07125],[1],[0],[0],[3.187604199978523],['target'],297215,001,2024-10-05_15h05.19.899,Visual.Search_priyanshiAU2220101,2024.1.5,None,2024-10-05 15h05.26.315319 +0530,
62,0,62,0,119.04788210004335,,119.0203020000481,10,119.04788210004335,119.04788210004335,0.01928900001803413,121.00103959999979,[-0.2975],[-0.3825],[1],[0],[0],[1.9615071999724023],[],297215,001,2024-10-05_15h05.19.899,Visual.Search_priyanshiAU2220101,2024.1.5,None,2024-10-05 15h05.26.315319 +0530,
63,0,63,0,121.01896890002536,,121.00317530002212,5,121.01896890002536,121.01896890002536,0.009775200043804944,122.5357472000178,[-0.106875],[0.380625],[1],[0],[0],[1.5228088999865577],['target'],297215,001,2024-10-05_15h05.19.899,Visual.Search_priyanshiAU2220101,2024.1.5,None,2024-10-05 15h05.26.315319 +0530,
64,0,64,0,122.55458470003214,,122.53880810004193,5,122.55458470003214,122.55458470003214,0.010146800021175295,124.25178450002568,[0.341875],[0.439375],[1],[0],[0],[1.7028799999970943],['target'],297215,001,2024-10-05_15h05.19.899,Visual.Search_priyanshiAU2220101,2024.1.5,None,2024-10-05 15h05.26.315319 +0530,
65,0,65,0,124.28260100004263,,124.25478700001258,10,124.28260100004263,124.28260100004263,0.019140299991704524,126.20233480003662,[0.308125],[-0.3575],[1],[0],[0],[1.9285757000325248],['target'],297215,001,2024-10-05_15h05.19.899,Visual.Search_priyanshiAU2220101,2024.1.5,None,2024-10-05 15h05.26.315319 +0530,
66,0,66,0,126.23252060002415,,126.20448040001793,10,126.23252060002415,126.23252060002415,0.019017199985682964,127.8344920000527,[-0.17125],[-0.14625],[1],[0],[0],[1.610984200029634],['target'],297215,001,2024-10-05_15h05.19.899,Visual.Search_priyanshiAU2220101,2024.1.5,None,2024-10-05 15h05.26.315319 +0530,
67,0,67,0,127.86526069999672,,127.83704060001764,10,127.86526069999672,127.86526069999672,0.01869469997473061,129.55148510000436,[-0.463125],[0.2975],[1],[0],[0],[1.6957462999853306],['target'],297215,001,2024-10-05_15h05.19.899,Visual.Search_priyanshiAU2220101,2024.1.5,None,2024-10-05 15h05.26.315319 +0530,
68,0,68,0,129.5826500999974,,129.5542761000106,10,129.5826500999974,129.5826500999974,0.019769600010477006,131.068507100048,[-0.043125],[0.165625],[1],[0],[0],[1.4947112000081688],['target'],297215,001,2024-10-05_15h05.19.899,Visual.Search_priyanshiAU2220101,2024.1.5,None,2024-10-05 15h05.26.315319 +0530,
69,0,69,0,131.08605090004858,,131.07065200002398,5,131.08605090004858,131.08605090004858,0.00980970001546666,132.90192420000676,[0.39875],[-0.02],[1],[0],[0],[1.821276200003922],['target'],297215,001,2024-10-05_15h05.19.899,Visual.Search_priyanshiAU2220101,2024.1.5,None,2024-10-05 15h05.26.315319 +0530,
70,0,70,0,132.93677900003968,,132.90768730000127,10,132.93677900003968,132.93677900003968,0.020925499964505434,134.71826250001322,[0.374375],[-0.396875],[1],[0],[0],[1.7900737000163645],['target'],297215,001,2024-10-05_15h05.19.899,Visual.Search_priyanshiAU2220101,2024.1.5,None,2024-10-05 15h05.26.315319 +0530,
71,0,71,0,134.74869950005086,,134.72045200003777,10,134.74869950005086,134.74869950005086,0.01870080002117902,136.6843055000063,[-0.193125],[-0.02375],[1],[0],[0],[1.945162000018172],['target'],297215,001,2024-10-05_15h05.19.899,Visual.Search_priyanshiAU2220101,2024.1.5,None,2024-10-05 15h05.26.315319 +0530,
72,0,72,0,136.70237930002622,,136.6865096000256,5,136.70237930002622,136.70237930002622,0.009752599988132715,138.23422680003569,[0.258125],[0.31625],[1],[0],[0],[1.538135799986776],['target'],297215,001,2024-10-05_15h05.19.899,Visual.Search_priyanshiAU2220101,2024.1.5,None,2024-10-05 15h05.26.315319 +0530,
73,0,73,0,138.26408390002325,,138.23639960004948,10,138.26408390002325,138.26408390002325,0.01906229997985065,139.4504855000414,[0.1225],[0.08],[1],[0],[0],[1.1950483999680728],['target'],297215,001,2024-10-05_15h05.19.899,Visual.Search_priyanshiAU2220101,2024.1.5,None,2024-10-05 15h05.26.315319 +0530,
74,0,74,0,139.48092390003148,,139.45278280001367,10,139.48092390003148,139.48092390003148,0.01995260000694543,141.63394540001173,[-0.12375],[0.436875],[1],[0],[0],[2.1613457000348717],['target'],297215,001,2024-10-05_15h05.19.899,Visual.Search_priyanshiAU2220101,2024.1.5,None,2024-10-05 15h05.26.315319 +0530,
75,0,75,0,141.6530840000487,,141.63617010001326,5,141.6530840000487,141.6530840000487,0.009633700014092028,142.767235300038,[-0.13375],[0.4575],[1],[0],[0],[1.121508200012613],['target'],297215,001,2024-10-05_15h05.19.899,Visual.Search_priyanshiAU2220101,2024.1.5,None,2024-10-05 15h05.26.315319 +0530,
76,0,76,0,142.79689320002217,,142.76936560001923,10,142.79689320002217,142.79689320002217,0.018596100038848817,144.3504735000315,[0.305625],[0.09625],[1],[0],[0],[1.562555100012105],['target'],297215,001,2024-10-05_15h05.19.899,Visual.Search_priyanshiAU2220101,2024.1.5,None,2024-10-05 15h05.26.315319 +0530,
77,0,77,0,144.38020290003624,,144.35265300003812,10,144.38020290003624,144.38020290003624,0.01872890000231564,146.71824660000857,[-0.325625],[0.305],[1],[0],[0],[2.3469785999623127],['target'],297215,001,2024-10-05_15h05.19.899,Visual.Search_priyanshiAU2220101,2024.1.5,None,2024-10-05 15h05.26.315319 +0530,
78,0,78,0,146.73610860004555,,146.72044020000612,5,146.73610860004555,146.73610860004555,0.009826199966482818,148.5175388000207,[0.260625],[-0.1525],[1],[0],[0],[1.7871406999765895],['target'],297215,001,2024-10-05_15h05.19.899,Visual.Search_priyanshiAU2220101,2024.1.5,None,2024-10-05 15h05.26.315319 +0530,
79,0,79,0,148.5480949000339,,148.52045470004668,10,148.5480949000339,148.5480949000339,0.018959100008942187,150.33489130000817,[-0.264375],[-0.098125],[1],[0],[0],[1.7956184999784455],['target'],297215,001,2024-10-05_15h05.19.899,Visual.Search_priyanshiAU2220101,2024.1.5,None,2024-10-05 15h05.26.315319 +0530,
80,0,80,0,150.3645997000276,,150.33737330004806,10,150.3645997000276,150.3645997000276,0.01875139999901876,152.5001695000101,[-0.34875],[-0.440625],[1],[0],[0],[2.144134900008794],['target'],297215,001,2024-10-05_15h05.19.899,Visual.Search_priyanshiAU2220101,2024.1.5,None,2024-10-05 15h05.26.315319 +0530,
81,0,81,0,152.5180397000513,,152.5024067000486,5,152.5180397000513,152.5180397000513,0.009972000028938055,154.13352309999755,[-0.47625],[-0.310625],[1],[0],[0],[1.6212262999615632],['target'],297215,001,2024-10-05_15h05.19.899,Visual.Search_priyanshiAU2220101,2024.1.5,None,2024-10-05 15h05.26.315319 +0530,
82,0,82,0,154.16352000000188,,154.13564510003198,10,154.16352000000188,154.16352000000188,0.01896160002797842,155.71681350003928,[-0.23375],[-0.060625],[1],[0],[0],[1.5622818000265397],['target'],297215,001,2024-10-05_15h05.19.899,Visual.Search_priyanshiAU2220101,2024.1.5,None,2024-10-05 15h05.26.315319 +0530,
