trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,trial.started,num_distr,fixation.started,target.started,mouse.started,trial.stopped,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,mouse.clicked_name,participant,session,date,expName,psychopyVersion,frameRate,expStart,
17,0,17,0,31.137921000015922,,31.118287299992517,5,31.137921000015922,31.137921000015922,0.011781000008340925,32.93215519998921,[0.25375],[0.0125],[1],[0],[0],[1.802188000001479],['target'],292999,001,2024-10-05_14h36.16.451,Visual.Search_priyanshiAU2220101,2024.1.5,None,2024-10-05 14h36.24.601103 +0530,
18,0,18,0,32.96525080001447,,32.93479880003724,10,32.96525080001447,32.96525080001447,0.02009970002109185,34.48230730002979,[-0.273125],[-0.13375],[1],[0],[0],[1.527599899971392],['target'],292999,001,2024-10-05_14h36.16.451,Visual.Search_priyanshiAU2220101,2024.1.5,None,2024-10-05 14h36.24.601103 +0530,
19,0,19,0,34.502073400013614,,34.48457790003158,5,34.502073400013614,34.502073400013614,0.010601299989502877,36.465325900004245,[0.005625],[0.481875],[1],[0],[0],[1.9702267000102438],['target'],292999,001,2024-10-05_14h36.16.451,Visual.Search_priyanshiAU2220101,2024.1.5,None,2024-10-05 14h36.24.601103 +0530,
20,0,20,0,36.49546609999379,,36.46749200002523,5,36.49546609999379,36.49546609999379,0.020925400021951646,38.18283900001552,[0.43],[0.21875],[1],[0],[0],[1.6943873999989592],['target'],292999,001,2024-10-05_14h36.16.451,Visual.Search_priyanshiAU2220101,2024.1.5,None,2024-10-05 14h36.24.601103 +0530,
21,0,21,0,38.2151281000115,,38.185237400000915,10,38.2151281000115,38.2151281000115,0.020353200030513108,40.56522659998154,[0.449375],[-0.170625],[1],[0],[0],[2.3596698000328615],['target'],292999,001,2024-10-05_14h36.16.451,Visual.Search_priyanshiAU2220101,2024.1.5,None,2024-10-05 14h36.24.601103 +0530,
22,0,22,0,40.58445920003578,,40.56811839999864,5,40.58445920003578,40.58445920003578,0.010346800030674785,42.14851400000043,[-0.149375],[-0.109375],[1],[0],[0],[1.570170600025449],['target'],292999,001,2024-10-05_14h36.16.451,Visual.Search_priyanshiAU2220101,2024.1.5,None,2024-10-05 14h36.24.601103 +0530,
23,0,23,0,42.16684780002106,,42.15086739999242,5,42.16684780002106,42.16684780002106,0.010473800008185208,44.398532600025646,[0.244375],[-0.465],[1],[0],[0],[2.2373302999767475],['target'],292999,001,2024-10-05_14h36.16.451,Visual.Search_priyanshiAU2220101,2024.1.5,None,2024-10-05 14h36.24.601103 +0530,
24,0,24,0,44.43596640002215,,44.40107319998788,10,44.43596640002215,44.43596640002215,0.023878600040916353,46.06464430002961,[-0.2075],[-0.28875],[1],[0],[0],[1.639849699975457],['target'],292999,001,2024-10-05_14h36.16.451,Visual.Search_priyanshiAU2220101,2024.1.5,None,2024-10-05 14h36.24.601103 +0530,
25,0,25,0,46.116953400021885,,46.069354100036435,10,46.116953400021885,46.116953400021885,0.033370900026056916,47.96475670003565,[-0.036875],[0.279375],[1],[0],[0],[1.8628541000070982],['target'],292999,001,2024-10-05_14h36.16.451,Visual.Search_priyanshiAU2220101,2024.1.5,None,2024-10-05 14h36.24.601103 +0530,
26,0,26,0,47.99685719999252,,47.9671309000114,10,47.99685719999252,47.99685719999252,0.020604999968782067,49.58282519999193,[0.138125],[0.214375],[1],[0],[0],[1.5952398999943398],['target'],292999,001,2024-10-05_14h36.16.451,Visual.Search_priyanshiAU2220101,2024.1.5,None,2024-10-05 14h36.24.601103 +0530,
27,0,27,0,49.67750749998959,,49.58509569999296,10,49.67750749998959,49.67750749998959,0.08025840000482276,51.99827849998837,[-0.3875],[0.250625],[1],[0],[0],[2.33302919997368],['target'],292999,001,2024-10-05_14h36.16.451,Visual.Search_priyanshiAU2220101,2024.1.5,None,2024-10-05 14h36.24.601103 +0530,
28,0,28,0,52.03787800000282,,52.00110200000927,10,52.03787800000282,52.03787800000282,0.02647340000839904,54.365845200023614,[-0.164375],[-0.326875],[1],[0],[0],[2.3383688000030816],['target'],292999,001,2024-10-05_14h36.16.451,Visual.Search_priyanshiAU2220101,2024.1.5,None,2024-10-05 14h36.24.601103 +0530,
29,0,29,0,54.406704500026535,,54.369165599986445,10,54.406704500026535,54.406704500026535,0.02773890004027635,55.9153462999966,[0.086875],[-0.208125],[1],[0],[0],[1.5187512999982573],['target'],292999,001,2024-10-05_14h36.16.451,Visual.Search_priyanshiAU2220101,2024.1.5,None,2024-10-05 14h36.24.601103 +0530,
30,0,30,0,55.941093700006604,,55.91988790000323,5,55.941093700006604,55.941093700006604,0.016191299946513027,57.61508800002048,[-0.235625],[-0.369375],[1],[0],[0],[1.6796660000109114],['target'],292999,001,2024-10-05_14h36.16.451,Visual.Search_priyanshiAU2220101,2024.1.5,None,2024-10-05 14h36.24.601103 +0530,
31,0,31,0,57.653188100026455,,57.618510900007095,10,57.653188100026455,57.653188100026455,0.025311200006399304,59.36521630000789,[0.099375],[0.050625],[1],[0],[0],[1.721472300007008],['target'],292999,001,2024-10-05_14h36.16.451,Visual.Search_priyanshiAU2220101,2024.1.5,None,2024-10-05 14h36.24.601103 +0530,
32,0,32,0,59.399564300023485,,59.36755700001959,10,59.399564300023485,59.399564300023485,0.022625999990850687,61.13167189998785,[-0.188125],[0.003125],[1],[0],[0],[1.7415324000176042],['target'],292999,001,2024-10-05_14h36.16.451,Visual.Search_priyanshiAU2220101,2024.1.5,None,2024-10-05 14h36.24.601103 +0530,
33,0,33,0,61.150625100010075,,61.13399960001698,5,61.150625100010075,61.150625100010075,0.010175200004596263,62.84839120000834,[0.486875],[0.240625],[1],[0],[0],[1.7043191000120714],['target'],292999,001,2024-10-05_14h36.16.451,Visual.Search_priyanshiAU2220101,2024.1.5,None,2024-10-05 14h36.24.601103 +0530,
34,0,34,0,62.86682250001468,,62.8506051999866,5,62.86682250001468,62.86682250001468,0.01004530000500381,64.16456350003136,[0.058125],[-0.194375],[1],[0],[0],[1.3040883000358008],['target'],292999,001,2024-10-05_14h36.16.451,Visual.Search_priyanshiAU2220101,2024.1.5,None,2024-10-05 14h36.24.601103 +0530,
35,0,35,0,64.18303850002121,,64.16691610001726,5,64.18303850002121,64.18303850002121,0.011099900002591312,66.13168829999631,[-0.228125],[0.37375],[1],[0],[0],[1.953858199995011],['target'],292999,001,2024-10-05_14h36.16.451,Visual.Search_priyanshiAU2220101,2024.1.5,None,2024-10-05 14h36.24.601103 +0530,
36,0,36,0,66.15408910001861,,66.13414750003722,5,66.15408910001861,66.15408910001861,0.012494599970523268,68.08160939998925,[-0.0525],[-0.271875],[1],[0],[0],[1.9351931000128388],['target'],292999,001,2024-10-05_14h36.16.451,Visual.Search_priyanshiAU2220101,2024.1.5,None,2024-10-05 14h36.24.601103 +0530,
37,0,37,0,68.1198656000197,,68.08403050003108,10,68.1198656000197,68.1198656000197,0.025712199974805117,70.0992570000235,[-0.30375],[0.09625],[1],[0],[0],[1.989563100039959],['target'],292999,001,2024-10-05_14h36.16.451,Visual.Search_priyanshiAU2220101,2024.1.5,None,2024-10-05 14h36.24.601103 +0530,
38,0,38,0,70.13445160002448,,70.1018616000074,10,70.13445160002448,70.13445160002448,0.023193700006231666,72.0146949000191,[-0.055625],[0.110625],[1],[0],[0],[1.8898610000032932],['target'],292999,001,2024-10-05_14h36.16.451,Visual.Search_priyanshiAU2220101,2024.1.5,None,2024-10-05 14h36.24.601103 +0530,
39,0,39,0,72.04793509998126,,72.01695200003451,10,72.04793509998126,72.04793509998126,0.022352300002239645,73.44785719999345,[-0.01125],[0.095],[1],[0],[0],[1.4085759000154212],['target'],292999,001,2024-10-05_14h36.16.451,Visual.Search_priyanshiAU2220101,2024.1.5,None,2024-10-05 14h36.24.601103 +0530,
40,0,40,0,73.46936960000312,,73.45029559999239,5,73.46936960000312,73.46936960000312,0.011647200037259609,74.86512540001422,[-0.321875],[-0.140625],[1],[0],[0],[1.4032743999850936],['target'],292999,001,2024-10-05_14h36.16.451,Visual.Search_priyanshiAU2220101,2024.1.5,None,2024-10-05 14h36.24.601103 +0530,
41,0,41,0,74.88601469999412,,74.868251900014,5,74.88601469999412,74.88601469999412,0.012946599978022277,76.68053340003826,[0.035625],[0.28375],[1],[0],[0],[1.7996603000210598],['target'],292999,001,2024-10-05_14h36.16.451,Visual.Search_priyanshiAU2220101,2024.1.5,None,2024-10-05 14h36.24.601103 +0530,
42,0,42,0,76.701731499983,,76.68281410000054,5,76.701731499983,76.701731499983,0.011289999994914979,78.56473889999324,[-0.035625],[-0.413125],[1],[0],[0],[1.8706206000060774],['target'],292999,001,2024-10-05_14h36.16.451,Visual.Search_priyanshiAU2220101,2024.1.5,None,2024-10-05 14h36.24.601103 +0530,
43,0,43,0,78.59035210002912,,78.56955569999991,5,78.59035210002912,78.59035210002912,0.01364419999299571,80.24757260002661,[0.0175],[0.0675],[1],[0],[0],[1.6649001999758184],['target'],292999,001,2024-10-05_14h36.16.451,Visual.Search_priyanshiAU2220101,2024.1.5,None,2024-10-05 14h36.24.601103 +0530,
44,0,44,0,80.28351700003259,,80.25062850001268,10,80.28351700003259,80.28351700003259,0.02089350001187995,82.34719509998104,[-0.470625],[0.3725],[1],[0],[0],[2.075811699964106],['target'],292999,001,2024-10-05_14h36.16.451,Visual.Search_priyanshiAU2220101,2024.1.5,None,2024-10-05 14h36.24.601103 +0530,
45,0,45,0,82.38051430002088,,82.34942470001988,10,82.38051430002088,82.38051430002088,0.021825200004968792,84.21402650000528,[-0.463125],[-0.30375],[1],[0],[0],[1.842842899961397],['target'],292999,001,2024-10-05_14h36.16.451,Visual.Search_priyanshiAU2220101,2024.1.5,None,2024-10-05 14h36.24.601103 +0530,
46,0,46,0,84.24567109998316,,84.21621839998988,10,84.24567109998316,84.24567109998316,0.020144500012975186,86.23079130001133,[0.144375],[-0.14125],[1],[0],[0],[1.9945016000419855],['target'],292999,001,2024-10-05_14h36.16.451,Visual.Search_priyanshiAU2220101,2024.1.5,None,2024-10-05 14h36.24.601103 +0530,
47,0,47,0,86.24969979998423,,86.2329727000324,5,86.24969979998423,86.24969979998423,0.010281399998348206,88.21531210001558,[0.500625],[0.244375],[1],[0],[0],[1.972036199993454],['target'],292999,001,2024-10-05_14h36.16.451,Visual.Search_priyanshiAU2220101,2024.1.5,None,2024-10-05 14h36.24.601103 +0530,
48,0,48,0,88.2353146999958,,88.21752860001288,5,88.2353146999958,88.2353146999958,0.011128099984489381,89.54744880000362,[0.26125],[0.32875],[1],[0],[0],[1.3188308999524452],['target'],292999,001,2024-10-05_14h36.16.451,Visual.Search_priyanshiAU2220101,2024.1.5,None,2024-10-05 14h36.24.601103 +0530,
49,0,49,0,89.56636490003439,,89.54984410002362,5,89.56636490003439,89.56636490003439,0.011176600004546344,91.53121520002605,[-0.4425],[-0.4625],[1],[0],[0],[1.9702421000110917],['target'],292999,001,2024-10-05_14h36.16.451,Visual.Search_priyanshiAU2220101,2024.1.5,None,2024-10-05 14h36.24.601103 +0530,
50,0,50,0,91.57456350000575,,91.53517960000318,10,91.57456350000575,91.57456350000575,0.02653239999199286,93.33031140000094,[0.210625],[0.078125],[1],[0],[0],[1.7689573999959975],['target'],292999,001,2024-10-05_14h36.16.451,Visual.Search_priyanshiAU2220101,2024.1.5,None,2024-10-05 14h36.24.601103 +0530,
51,0,51,0,93.35286630003247,,93.33270070003346,5,93.35286630003247,93.35286630003247,0.01408270001411438,95.06350220000604,[0.0175],[-0.184375],[1],[0],[0],[1.7169175000162795],['target'],292999,001,2024-10-05_14h36.16.451,Visual.Search_priyanshiAU2220101,2024.1.5,None,2024-10-05 14h36.24.601103 +0530,
52,0,52,0,95.10258230002364,,95.06591010000557,10,95.10258230002364,95.10258230002364,0.027915300044696778,96.63012620003428,[-0.031875],[0.184375],[1],[0],[0],[1.5364455999806523],['target'],292999,001,2024-10-05_14h36.16.451,Visual.Search_priyanshiAU2220101,2024.1.5,None,2024-10-05 14h36.24.601103 +0530,
53,0,53,0,96.65574260003632,,96.63325760001317,5,96.65574260003632,96.65574260003632,0.017553100013174117,98.71427990001393,[-0.490625],[0.028125],[1],[0],[0],[2.063656899961643],['target'],292999,001,2024-10-05_14h36.16.451,Visual.Search_priyanshiAU2220101,2024.1.5,None,2024-10-05 14h36.24.601103 +0530,
54,0,54,0,98.73695809999481,,98.71668160002446,5,98.73695809999481,98.73695809999481,0.012809299980290234,100.51334260002477,[0.0275],[0.3],[1],[0],[0],[1.7839416999486275],['target'],292999,001,2024-10-05_14h36.16.451,Visual.Search_priyanshiAU2220101,2024.1.5,None,2024-10-05 14h36.24.601103 +0530,
55,0,55,0,100.55154590000166,,100.51659120002296,10,100.55154590000166,100.55154590000166,0.024991999962367117,101.99672440002905,[0.35125],[-0.0525],[1],[0],[0],[1.4554610999766737],['target'],292999,001,2024-10-05_14h36.16.451,Visual.Search_priyanshiAU2220101,2024.1.5,None,2024-10-05 14h36.24.601103 +0530,
56,0,56,0,102.03029080003034,,101.99928910000017,10,102.03029080003034,102.03029080003034,0.0215574000030756,103.41428349999478,[0.303125],[-0.215],[1],[0],[0],[1.3935004000086337],[],292999,001,2024-10-05_14h36.16.451,Visual.Search_priyanshiAU2220101,2024.1.5,None,2024-10-05 14h36.24.601103 +0530,
57,0,57,0,103.43445950001478,,103.41656079998938,5,103.43445950001478,103.43445950001478,0.01223520003259182,105.13098539999919,[-0.159375],[-0.4425],[1],[0],[0],[1.7022357999812812],['target'],292999,001,2024-10-05_14h36.16.451,Visual.Search_priyanshiAU2220101,2024.1.5,None,2024-10-05 14h36.24.601103 +0530,
58,0,58,0,105.15235250000842,,105.13323350000428,5,105.15235250000842,105.15235250000842,0.012002000003121793,106.74725630000466,[0.099375],[0.10375],[1],[0],[0],[1.6020122000481933],['target'],292999,001,2024-10-05_14h36.16.451,Visual.Search_priyanshiAU2220101,2024.1.5,None,2024-10-05 14h36.24.601103 +0530,
59,0,59,0,106.78120670001954,,106.74952389998361,10,106.78120670001954,106.78120670001954,0.021887100010644644,108.29680519999238,[-0.46625],[0.004375],[1],[0],[0],[1.5253848999855109],[],292999,001,2024-10-05_14h36.16.451,Visual.Search_priyanshiAU2220101,2024.1.5,None,2024-10-05 14h36.24.601103 +0530,
60,0,60,0,108.31748830003198,,108.29969349998282,5,108.31748830003198,108.31748830003198,0.012250899977516383,110.34746770001948,[0.296875],[-0.384375],[1],[0],[0],[2.0355440999846905],['target'],292999,001,2024-10-05_14h36.16.451,Visual.Search_priyanshiAU2220101,2024.1.5,None,2024-10-05 14h36.24.601103 +0530,
61,0,61,0,110.36824560002424,,110.35012740001548,5,110.36824560002424,110.36824560002424,0.012130799994338304,111.93070700002136,[-0.021875],[0.105],[1],[0],[0],[1.5685468000010587],['target'],292999,001,2024-10-05_14h36.16.451,Visual.Search_priyanshiAU2220101,2024.1.5,None,2024-10-05 14h36.24.601103 +0530,
62,0,62,0,111.96192690002499,,111.93304089998128,10,111.96192690002499,111.96192690002499,0.020556300005409867,113.99647290003486,[-0.4075],[0.4725],[1],[0],[0],[2.042997499986086],['target'],292999,001,2024-10-05_14h36.16.451,Visual.Search_priyanshiAU2220101,2024.1.5,None,2024-10-05 14h36.24.601103 +0530,
63,0,63,0,114.01531940000132,,113.99870410002768,5,114.01531940000132,114.01531940000132,0.010571799997705966,116.11334740003804,[-0.038125],[-0.465625],[1],[0],[0],[2.1041778999497183],['target'],292999,001,2024-10-05_14h36.16.451,Visual.Search_priyanshiAU2220101,2024.1.5,None,2024-10-05 14h36.24.601103 +0530,
64,0,64,0,116.15217690001009,,116.11569170001894,10,116.15217690001009,116.15217690001009,0.027884199982509017,118.3295528999879,[0.20125],[0.414375],[1],[0],[0],[2.1861156999948435],['target'],292999,001,2024-10-05_14h36.16.451,Visual.Search_priyanshiAU2220101,2024.1.5,None,2024-10-05 14h36.24.601103 +0530,
65,0,65,0,118.35409650002839,,118.33419520000461,5,118.35409650002839,118.35409650002839,0.014661199995316565,119.96361420000903,[0.145625],[-0.015],[1],[0],[0],[1.6155408999766223],['target'],292999,001,2024-10-05_14h36.16.451,Visual.Search_priyanshiAU2220101,2024.1.5,None,2024-10-05 14h36.24.601103 +0530,
66,0,66,0,119.98455580003792,,119.96683689998463,5,119.98455580003792,119.98455580003792,0.012268699996639043,121.19715860002907,[-0.066875],[-0.425625],[1],[0],[0],[1.218311500037089],['target'],292999,001,2024-10-05_14h36.16.451,Visual.Search_priyanshiAU2220101,2024.1.5,None,2024-10-05 14h36.24.601103 +0530,
67,0,67,0,121.2202377000358,,121.20025260001421,5,121.2202377000358,121.2202377000358,0.01356120000127703,122.92977440002142,[0.2875],[-0.35375],[1],[0],[0],[1.7162542000296526],['target'],292999,001,2024-10-05_14h36.16.451,Visual.Search_priyanshiAU2220101,2024.1.5,None,2024-10-05 14h36.24.601103 +0530,
68,0,68,0,122.96760199998971,,122.93305049999617,10,122.96760199998971,122.96760199998971,0.025283100025262684,124.44713560002856,[-0.011875],[-0.194375],[1],[0],[0],[1.4893921000184491],['target'],292999,001,2024-10-05_14h36.16.451,Visual.Search_priyanshiAU2220101,2024.1.5,None,2024-10-05 14h36.24.601103 +0530,
69,0,69,0,124.48495399998501,,124.44961569999577,10,124.48495399998501,124.48495399998501,0.02457100001629442,125.98063180001918,[0.485],[-0.138125],[1],[0],[0],[1.5062762000015937],['target'],292999,001,2024-10-05_14h36.16.451,Visual.Search_priyanshiAU2220101,2024.1.5,None,2024-10-05 14h36.24.601103 +0530,
70,0,70,0,126.00316459999885,,125.98418010002933,5,126.00316459999885,126.00316459999885,0.013616699958220124,127.34585530002369,[-0.034375],[-0.465],[1],[0],[0],[1.3484655999927782],['target'],292999,001,2024-10-05_14h36.16.451,Visual.Search_priyanshiAU2220101,2024.1.5,None,2024-10-05 14h36.24.601103 +0530,
71,0,71,0,127.36711410002317,,127.3487930999836,5,127.36711410002317,127.36711410002317,0.012382799992337823,128.89677190000657,[0.0875],[0.433125],[1],[0],[0],[1.5358300000079907],['target'],292999,001,2024-10-05_14h36.16.451,Visual.Search_priyanshiAU2220101,2024.1.5,None,2024-10-05 14h36.24.601103 +0530,
72,0,72,0,128.9294028999866,,128.8991529000341,10,128.9294028999866,128.9294028999866,0.021094399970024824,130.88073949998943,[-0.26875],[-0.4425],[1],[0],[0],[1.960535100020934],['target'],292999,001,2024-10-05_14h36.16.451,Visual.Search_priyanshiAU2220101,2024.1.5,None,2024-10-05 14h36.24.601103 +0530,
73,0,73,0,130.9136597000179,,130.8829838000238,10,130.9136597000179,130.9136597000179,0.02080759999807924,132.4124324999866,[0.13375],[-0.403125],[1],[0],[0],[1.5087859999621287],['target'],292999,001,2024-10-05_14h36.16.451,Visual.Search_priyanshiAU2220101,2024.1.5,None,2024-10-05 14h36.24.601103 +0530,
74,0,74,0,132.44754210003885,,132.41469990002224,10,132.44754210003885,132.44754210003885,0.021023300010710955,134.06257740000729,[-0.164375],[-0.246875],[1],[0],[0],[1.6270151999779046],['target'],292999,001,2024-10-05_14h36.16.451,Visual.Search_priyanshiAU2220101,2024.1.5,None,2024-10-05 14h36.24.601103 +0530,
75,0,75,0,134.0823672999977,,134.0648666000343,5,134.0823672999977,134.0823672999977,0.010520700016058981,135.48003420000896,[0.410625],[-0.2225],[1],[0],[0],[1.4045473000151105],['target'],292999,001,2024-10-05_14h36.16.451,Visual.Search_priyanshiAU2220101,2024.1.5,None,2024-10-05 14h36.24.601103 +0530,
76,0,76,0,135.50222950003808,,135.4828801000258,5,135.50222950003808,135.50222950003808,0.012384600006043911,137.1300510999863,[-0.023125],[0.22125],[1],[0],[0],[1.6350032000336796],['target'],292999,001,2024-10-05_14h36.16.451,Visual.Search_priyanshiAU2220101,2024.1.5,None,2024-10-05 14h36.24.601103 +0530,
77,0,77,0,137.1616829999839,,137.13251440000022,10,137.1616829999839,137.1616829999839,0.020626300014555454,139.4291503999848,[-0.413125],[-0.45],[1],[0],[0],[2.276130199956242],['target'],292999,001,2024-10-05_14h36.16.451,Visual.Search_priyanshiAU2220101,2024.1.5,None,2024-10-05 14h36.24.601103 +0530,
78,0,78,0,139.44818740000483,,139.43150669999886,5,139.44818740000483,139.44818740000483,0.011133399966638535,141.16344790003495,[0.43],[0.3525],[1],[0],[0],[1.7209521000040695],['target'],292999,001,2024-10-05_14h36.16.451,Visual.Search_priyanshiAU2220101,2024.1.5,None,2024-10-05 14h36.24.601103 +0530,
79,0,79,0,141.18331749999197,,141.16613379999762,5,141.18331749999197,141.18331749999197,0.01066889998037368,142.71325840003556,[0.3275],[0.469375],[1],[0],[0],[1.5365661999676377],['target'],292999,001,2024-10-05_14h36.16.451,Visual.Search_priyanshiAU2220101,2024.1.5,None,2024-10-05 14h36.24.601103 +0530,
80,0,80,0,142.74544520000927,,142.7155974000343,10,142.74544520000927,142.74544520000927,0.020709100004751235,144.92929509998066,[0.354375],[-0.478125],[1],[0],[0],[2.1931638999958523],[],292999,001,2024-10-05_14h36.16.451,Visual.Search_priyanshiAU2220101,2024.1.5,None,2024-10-05 14h36.24.601103 +0530,
81,0,81,0,144.94943199999398,,144.9316749999998,5,144.94943199999398,144.94943199999398,0.011597200005780905,146.66253279999364,[0.1475],[0.321875],[1],[0],[0],[1.7192959999665618],['target'],292999,001,2024-10-05_14h36.16.451,Visual.Search_priyanshiAU2220101,2024.1.5,None,2024-10-05 14h36.24.601103 +0530,
82,0,82,0,146.68137410003692,,146.6647405999829,5,146.68137410003692,146.68137410003692,0.010806599981151521,147.92916040000273,[-0.24875],[0.0375],[1],[0],[0],[1.2536866000154987],['target'],292999,001,2024-10-05_14h36.16.451,Visual.Search_priyanshiAU2220101,2024.1.5,None,2024-10-05 14h36.24.601103 +0530,
